Rearm,POE\Main\Code.GB,2,IN,15,0,Read,,BOOL,NSIX0.0,,VAR_GLOBAL,GLOBAL,,
ReleaseOutput,POE\Main\Code.GB,2,OUT,17,53,Write,,BOOL,NSQX1.0,,VAR_GLOBAL,GLOBAL,,
S_AU1,POE\Main\Code.GB,2,IN,14,0,Read,,SAFEBOOL,SIX9.0,,VAR_GLOBAL,GLOBAL,,
S_MOTOR_XY,POE\Main\Code.GB,2,OUT,21,28,Write,,SAFEBOOL,SQX0.0,,VAR_GLOBAL,GLOBAL,,
S_MOTOR_Z,POE\Main\Code.GB,2,OUT,22,31,Write,,SAFEBOOL,SQX0.1,,VAR_GLOBAL,GLOBAL,,
SafeOutputOK01,POE\Main\Code.GB,2,IN,16,0,Read,,SAFEBOOL,SIX11.0,,VAR_GLOBAL,GLOBAL,,
